starttime	seconds	ctime	dtime	ttime	wait
Tue May 13 19:52:06 2014	1399981926	0	1	1	1
Tue May 13 19:52:06 2014	1399981926	0	1	1	1
Tue May 13 19:52:06 2014	1399981926	0	1	1	1
Tue May 13 19:52:06 2014	1399981926	0	1	1	1
Tue May 13 19:52:06 2014	1399981926	0	1	1	1
Tue May 13 19:52:06 2014	1399981926	0	1	1	1
Tue May 13 19:52:06 2014	1399981926	0	1	2	1
Tue May 13 19:52:06 2014	1399981926	0	2	2	1
Tue May 13 19:52:06 2014	1399981926	0	2	2	1
Tue May 13 19:52:06 2014	1399981926	0	1	2	1
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	1	2	1
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	1	1	2	1
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	0	2	2	2
Tue May 13 19:52:06 2014	1399981926	1	2	3	2
Tue May 13 19:52:06 2014	1399981926	0	2	3	2
Tue May 13 19:52:06 2014	1399981926	0	2	3	2
Tue May 13 19:52:06 2014	1399981926	0	2	3	2
Tue May 13 19:52:06 2014	1399981926	0	2	3	2
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	1	1	3	1
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	1	2	3	2
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	3	3
Tue May 13 19:52:06 2014	1399981926	0	3	4	3
Tue May 13 19:52:06 2014	1399981926	1	2	4	2
Tue May 13 19:52:06 2014	1399981926	0	3	4	3
Tue May 13 19:52:06 2014	1399981926	0	3	4	3
Tue May 13 19:52:06 2014	1399981926	0	3	4	3
Tue May 13 19:52:06 2014	1399981926	0	4	4	3
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	3	4	3
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	3
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	1	3	4	2
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	1	3	4	3
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	1	3	4	3
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	1	3	4	3
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	4	4
Tue May 13 19:52:06 2014	1399981926	0	4	5	4
Tue May 13 19:52:06 2014	1399981926	0	4	5	4
Tue May 13 19:52:06 2014	1399981926	0	4	5	4
Tue May 13 19:52:06 2014	1399981926	0	5	5	4
Tue May 13 19:52:06 2014	1399981926	0	5	5	4
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	1	3	5	3
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	1	4	5	4
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
Tue May 13 19:52:06 2014	1399981926	0	5	5	5
