starttime	seconds	ctime	dtime	ttime	wait
Tue May 13 19:51:32 2014	1399981892	0	0	1	0
Tue May 13 19:51:32 2014	1399981892	0	1	1	1
Tue May 13 19:51:32 2014	1399981892	0	1	1	1
Tue May 13 19:51:32 2014	1399981892	0	1	1	1
Tue May 13 19:51:32 2014	1399981892	0	1	1	1
Tue May 13 19:51:32 2014	1399981892	0	1	1	1
Tue May 13 19:51:32 2014	1399981892	0	1	1	1
Tue May 13 19:51:32 2014	1399981892	0	1	1	1
Tue May 13 19:51:32 2014	1399981892	0	1	1	1
Tue May 13 19:51:32 2014	1399981892	0	1	1	1
Tue May 13 19:51:32 2014	1399981892	0	1	2	1
Tue May 13 19:51:32 2014	1399981892	0	1	2	1
Tue May 13 19:51:32 2014	1399981892	0	1	2	1
Tue May 13 19:51:32 2014	1399981892	0	2	2	2
Tue May 13 19:51:32 2014	1399981892	0	2	2	2
Tue May 13 19:51:32 2014	1399981892	0	2	2	1
Tue May 13 19:51:32 2014	1399981892	0	2	2	2
Tue May 13 19:51:32 2014	1399981892	0	2	2	2
Tue May 13 19:51:32 2014	1399981892	0	2	2	2
Tue May 13 19:51:32 2014	1399981892	0	2	2	1
Tue May 13 19:51:32 2014	1399981892	0	2	2	2
Tue May 13 19:51:32 2014	1399981892	0	2	2	2
Tue May 13 19:51:32 2014	1399981892	0	2	2	2
Tue May 13 19:51:32 2014	1399981892	0	2	2	2
Tue May 13 19:51:32 2014	1399981892	0	2	2	2
Tue May 13 19:51:32 2014	1399981892	0	3	3	3
Tue May 13 19:51:32 2014	1399981892	0	2	3	2
Tue May 13 19:51:32 2014	1399981892	0	3	3	2
Tue May 13 19:51:32 2014	1399981892	1	2	3	2
Tue May 13 19:51:32 2014	1399981892	0	3	3	2
Tue May 13 19:51:32 2014	1399981892	0	3	3	3
Tue May 13 19:51:32 2014	1399981892	0	3	3	3
Tue May 13 19:51:32 2014	1399981892	0	3	3	3
Tue May 13 19:51:32 2014	1399981892	0	3	3	3
Tue May 13 19:51:32 2014	1399981892	0	3	3	3
Tue May 13 19:51:32 2014	1399981892	0	3	3	3
Tue May 13 19:51:32 2014	1399981892	0	3	3	3
Tue May 13 19:51:33 2014	1399981893	0	3	3	3
Tue May 13 19:51:32 2014	1399981892	0	3	4	3
Tue May 13 19:51:32 2014	1399981892	0	3	4	3
Tue May 13 19:51:32 2014	1399981892	0	4	4	4
Tue May 13 19:51:32 2014	1399981892	0	3	4	3
Tue May 13 19:51:32 2014	1399981892	0	3	4	3
Tue May 13 19:51:32 2014	1399981892	1	3	4	3
Tue May 13 19:51:32 2014	1399981892	0	4	4	4
Tue May 13 19:51:33 2014	1399981893	0	4	4	4
Tue May 13 19:51:32 2014	1399981892	1	3	4	3
Tue May 13 19:51:32 2014	1399981892	0	4	4	4
Tue May 13 19:51:32 2014	1399981892	0	4	4	4
Tue May 13 19:51:32 2014	1399981892	1	3	4	3
Tue May 13 19:51:32 2014	1399981892	0	4	4	4
Tue May 13 19:51:32 2014	1399981892	0	4	4	4
Tue May 13 19:51:33 2014	1399981893	0	4	4	4
Tue May 13 19:51:32 2014	1399981892	0	4	4	4
Tue May 13 19:51:32 2014	1399981892	0	4	4	4
Tue May 13 19:51:33 2014	1399981893	0	4	5	4
Tue May 13 19:51:32 2014	1399981892	0	4	5	4
Tue May 13 19:51:32 2014	1399981892	0	4	5	4
Tue May 13 19:51:32 2014	1399981892	0	4	5	4
Tue May 13 19:51:32 2014	1399981892	0	5	5	5
Tue May 13 19:51:32 2014	1399981892	1	4	5	4
Tue May 13 19:51:32 2014	1399981892	0	5	5	5
Tue May 13 19:51:32 2014	1399981892	0	4	5	4
Tue May 13 19:51:32 2014	1399981892	1	4	5	4
Tue May 13 19:51:32 2014	1399981892	0	5	5	5
Tue May 13 19:51:32 2014	1399981892	0	5	5	4
