starttime	seconds	ctime	dtime	ttime	wait
Tue May 13 19:40:01 2014	1399981201	0	1	1	1
Tue May 13 19:40:01 2014	1399981201	0	1	1	1
Tue May 13 19:40:01 2014	1399981201	0	1	1	1
Tue May 13 19:40:01 2014	1399981201	0	1	1	1
Tue May 13 19:40:01 2014	1399981201	0	1	1	1
Tue May 13 19:40:01 2014	1399981201	0	1	2	1
Tue May 13 19:40:01 2014	1399981201	0	2	2	2
Tue May 13 19:40:01 2014	1399981201	0	2	2	2
Tue May 13 19:40:01 2014	1399981201	0	2	2	2
Tue May 13 19:40:01 2014	1399981201	0	3	3	2
Tue May 13 19:40:01 2014	1399981201	0	3	3	3
Tue May 13 19:40:01 2014	1399981201	0	3	3	3
Tue May 13 19:40:01 2014	1399981201	0	3	3	3
Tue May 13 19:40:01 2014	1399981201	0	3	3	3
Tue May 13 19:40:01 2014	1399981201	0	3	3	3
Tue May 13 19:40:01 2014	1399981201	0	3	4	3
Tue May 13 19:40:01 2014	1399981201	0	3	4	3
Tue May 13 19:40:01 2014	1399981201	0	3	4	3
Tue May 13 19:40:01 2014	1399981201	0	4	4	4
Tue May 13 19:40:01 2014	1399981201	0	4	4	4
Tue May 13 19:40:01 2014	1399981201	0	4	4	4
Tue May 13 19:40:01 2014	1399981201	0	4	4	4
Tue May 13 19:40:01 2014	1399981201	0	4	5	4
Tue May 13 19:40:01 2014	1399981201	0	4	5	4
Tue May 13 19:40:01 2014	1399981201	0	5	5	5
Tue May 13 19:40:01 2014	1399981201	0	5	5	5
Tue May 13 19:40:01 2014	1399981201	0	5	5	5
Tue May 13 19:40:00 2014	1399981200	0	5	5	5
Tue May 13 19:40:01 2014	1399981201	0	5	5	5
Tue May 13 19:40:01 2014	1399981201	0	5	5	5
Tue May 13 19:40:01 2014	1399981201	0	5	5	5
Tue May 13 19:40:01 2014	1399981201	0	5	5	5
Tue May 13 19:40:00 2014	1399981200	0	5	5	5
Tue May 13 19:40:01 2014	1399981201	0	5	5	5
Tue May 13 19:40:01 2014	1399981201	0	6	6	6
Tue May 13 19:40:01 2014	1399981201	0	6	6	6
Tue May 13 19:40:00 2014	1399981200	0	6	6	6
Tue May 13 19:40:01 2014	1399981201	0	6	6	6
Tue May 13 19:40:01 2014	1399981201	0	6	6	6
Tue May 13 19:40:01 2014	1399981201	0	6	6	6
Tue May 13 19:40:01 2014	1399981201	0	6	6	6
Tue May 13 19:40:01 2014	1399981201	0	6	6	6
Tue May 13 19:40:01 2014	1399981201	0	6	6	6
Tue May 13 19:40:01 2014	1399981201	0	6	6	6
Tue May 13 19:40:01 2014	1399981201	0	6	6	6
Tue May 13 19:40:00 2014	1399981200	0	6	6	6
Tue May 13 19:40:01 2014	1399981201	0	6	7	6
Tue May 13 19:40:01 2014	1399981201	0	7	7	7
Tue May 13 19:40:01 2014	1399981201	0	7	7	7
Tue May 13 19:40:00 2014	1399981200	0	7	7	7
Tue May 13 19:40:01 2014	1399981201	0	7	7	7
Tue May 13 19:40:01 2014	1399981201	0	7	7	7
Tue May 13 19:40:01 2014	1399981201	0	7	7	7
Tue May 13 19:40:01 2014	1399981201	0	7	7	7
Tue May 13 19:40:01 2014	1399981201	0	7	7	7
Tue May 13 19:40:01 2014	1399981201	0	7	7	7
Tue May 13 19:40:01 2014	1399981201	0	7	7	7
Tue May 13 19:40:00 2014	1399981200	0	7	7	7
Tue May 13 19:40:01 2014	1399981201	0	7	7	7
Tue May 13 19:40:01 2014	1399981201	0	8	8	7
Tue May 13 19:40:01 2014	1399981201	0	7	8	7
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:00 2014	1399981200	0	7	8	7
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	8	8
Tue May 13 19:40:00 2014	1399981200	0	8	8	8
Tue May 13 19:40:01 2014	1399981201	0	8	9	8
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:00 2014	1399981200	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:00 2014	1399981200	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	9	9
Tue May 13 19:40:01 2014	1399981201	0	9	10	9
Tue May 13 19:40:01 2014	1399981201	0	9	10	9
Tue May 13 19:40:00 2014	1399981200	0	9	10	9
Tue May 13 19:40:01 2014	1399981201	0	9	10	9
Tue May 13 19:40:01 2014	1399981201	0	10	10	10
Tue May 13 19:40:01 2014	1399981201	0	10	10	10
Tue May 13 19:40:01 2014	1399981201	0	10	10	10
Tue May 13 19:40:01 2014	1399981201	0	10	10	10
Tue May 13 19:40:01 2014	1399981201	0	10	10	10
Tue May 13 19:40:01 2014	1399981201	0	10	10	10
Tue May 13 19:40:01 2014	1399981201	0	10	10	10
Tue May 13 19:40:00 2014	1399981200	0	10	10	10
Tue May 13 19:40:01 2014	1399981201	0	10	10	10
Tue May 13 19:40:01 2014	1399981201	0	10	10	10
Tue May 13 19:40:01 2014	1399981201	0	10	10	10
Tue May 13 19:40:01 2014	1399981201	0	10	11	10
Tue May 13 19:40:01 2014	1399981201	0	11	11	10
Tue May 13 19:40:01 2014	1399981201	0	11	11	10
Tue May 13 19:40:01 2014	1399981201	0	11	11	10
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:00 2014	1399981200	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:00 2014	1399981200	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	11	11
Tue May 13 19:40:01 2014	1399981201	0	11	12	11
Tue May 13 19:40:00 2014	1399981200	0	11	12	11
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:00 2014	1399981200	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	12	12
Tue May 13 19:40:01 2014	1399981201	0	12	13	12
Tue May 13 19:40:01 2014	1399981201	0	13	13	12
Tue May 13 19:40:01 2014	1399981201	0	12	13	12
Tue May 13 19:40:01 2014	1399981201	0	12	13	12
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:00 2014	1399981200	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:00 2014	1399981200	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	13	13
Tue May 13 19:40:01 2014	1399981201	0	13	14	13
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:00 2014	1399981200	0	13	14	13
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:00 2014	1399981200	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	14	14
Tue May 13 19:40:01 2014	1399981201	0	14	15	14
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:00 2014	1399981200	0	15	15	14
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	14
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:00 2014	1399981200	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:01 2014	1399981201	0	15	15	15
Tue May 13 19:40:00 2014	1399981200	0	15	16	15
Tue May 13 19:40:00 2014	1399981200	0	15	16	15
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	15	16	15
Tue May 13 19:40:01 2014	1399981201	0	16	16	15
Tue May 13 19:40:01 2014	1399981201	0	16	16	15
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:00 2014	1399981200	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	1	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	16	16	16
Tue May 13 19:40:00 2014	1399981200	0	16	16	16
Tue May 13 19:40:01 2014	1399981201	0	16	17	16
Tue May 13 19:40:01 2014	1399981201	0	16	17	16
Tue May 13 19:40:01 2014	1399981201	0	16	17	16
Tue May 13 19:40:01 2014	1399981201	0	16	17	16
Tue May 13 19:40:01 2014	1399981201	0	16	17	16
Tue May 13 19:40:01 2014	1399981201	0	16	17	16
Tue May 13 19:40:00 2014	1399981200	0	16	17	16
Tue May 13 19:40:01 2014	1399981201	0	16	17	16
Tue May 13 19:40:01 2014	1399981201	0	17	17	17
Tue May 13 19:40:00 2014	1399981200	0	17	17	17
Tue May 13 19:40:01 2014	1399981201	0	17	17	17
Tue May 13 19:40:01 2014	1399981201	0	17	17	17
Tue May 13 19:40:01 2014	1399981201	0	17	17	17
Tue May 13 19:40:01 2014	1399981201	0	17	17	17
Tue May 13 19:40:01 2014	1399981201	0	17	17	17
Tue May 13 19:40:00 2014	1399981200	0	17	17	17
